,coh_STN_1_to_ECOG_1_theta,icoh_STN_1_to_ECOG_1_theta,coh_STN_1_to_ECOG_1_alpha,icoh_STN_1_to_ECOG_1_alpha,coh_STN_1_to_ECOG_1_low beta,icoh_STN_1_to_ECOG_1_low beta,coh_STN_1_to_ECOG_1_high beta,icoh_STN_1_to_ECOG_1_high beta,time
0,0.9999999999999999,-1235.493199245875,1.0,51.925193371585465,0.9999999999999997,1468.9810358694504,1.0,415.887399619744,1640163275.8207695
1,0.0,1.0,,1.0,1.2649110640673518,0.9999999999999997,,-1.0000000000000002,1640163289.798542
2,1.5491933384829668,1.0217340532565733,1.7320508075688774,-1.3355877536679863,0.7071067811865475,-1.1068324403553287,,-1.134126607591199,1640163289.8265383
3,0.0,0.9187617078662141,1.414213562373095,0.4876627987757055,0.7559289460184544,-1.3427080444966921,,-0.4615596133004507,1640163289.854554
4,-0.9128709291752769,-0.3571061350099397,-0.7453559924999299,-0.4310320102961654,-0.5976143046671968,-0.5234446548455179,-2.23606797749979,-0.1161762847494657,1640163289.8805525
5,0.0,-0.7467648659553494,-0.7745966692414834,0.5195306492437926,0.7071067811865475,-0.006309083851625632,0.0,2.0839441677592694,1640163289.9066317
6,-1.0,0.47108143414886955,0.0,-1.0544800431937693,0.7337993857053429,0.567293055566229,0.0,-0.880292980020066,1640163289.932573
7,0.0,-0.5046071221829872,0.0,0.878248111744379,0.7559289460184544,-1.4745296546509832,0.0,-2.229156575034814,1640163289.9595714
8,0.0,-0.15756034269178434,0.0,2.422854462208596,0.0,-0.46922102585398134,0.0,0.25306565494017,1640163289.9855871
9,0.0,-0.09421356996490501,0.0,0.21237999957847176,0.0,-2.708156987091412,0.0,-1.1501720604821157,1640163290.0115945
10,0.0,-1.4700627823981025,0.0,-0.8320868299056777,0.0,0.07658714780464172,0.0,0.023074224692072577,1640163290.0375905
11,0.0,0.9371106466284281,-1.044465935734187,-0.363420573281132,0.0,-0.3223580456691343,0.0,0.0016612419656302773,1640163290.0636072
12,0.0,1.0072610057993912,-1.0408329997330663,-0.6779471389477429,0.0,-0.45789390227350835,0.0,-0.28192001245864656,1640163290.0898514
13,0.0,1.2267611351041547,-2.4494897427831783,0.08187331673606713,0.0,0.4740272687845217,-2.6457513110645907,-0.1352914476162399,1640163290.1156201
14,0.0,3.0,0.0,2.9788139913931637,0.0,-1.4592644647667434,0.0,-1.6840711637423633,1640163290.1427548
15,2.412090756622109,-0.2818917929208644,0.0,-0.7715132762268997,0.0,0.31278007863735025,0.0,0.7282432545287864,1640163290.1686244
16,0.0,0.005245996813555444,0.0,0.06012915876690555,0.0,-0.1726627879709261,0.0,0.945131414338482,1640163290.1946306
17,0.0,-0.9010912347325041,-0.9045340337332908,0.177708350083508,0.0,-0.24612647477908664,0.0,0.13929491534790042,1640163290.2206373
18,-1.2583057392117916,0.2551516588225372,1.7097008285302207,-0.5520604194320932,0.0,0.6966169860317383,0.0,-0.5968894340793065,1640163290.2456446
19,-1.2403473458920844,-0.4140223995431737,-0.8606629658238704,0.2049841141859274,0.0,0.34948583294900454,0.0,1.2934936161460944,1640163290.2716706
20,-1.224744871391589,-0.2510342360756559,0.0,-1.3339741621704317,0.0,-0.5345650812524517,0.0,1.0182704243333454,1640163290.2986655
21,-2.934057881530955,2.454416434282322,1.6848470783484637,0.3673743381298895,2.0,-0.5543207910505655,0.0,0.32157234274977775,1640163290.3266654
22,-0.9789450103725608,0.8919614850104671,0.0,-3.0,-1.0,0.631440896454419,3.0,0.20517443734597954,1640163290.354671
23,0.0,0.5843004825618028,0.0,-0.16745433506430346,-1.0,0.09117403719959952,0.0,1.3257190348393881,1640163290.380687
24,0.0,-0.7166438135096013,0.0,0.008148544117715376,1.8898223650461359,0.3960065359234809,0.0,-0.6954997819893376,1640163290.407687
25,0.0,2.808161098988116,1.7237832147426693,-0.5474728208301693,0.0,-1.0571707009699582,0.0,-0.7132767472534501,1640163290.4347
26,0.0,-0.2802568168910103,1.6641005886756874,0.22398865792981354,0.0,-0.24272861756275557,0.0,-0.05612226212406539,1640163290.4616995
27,0.0,-0.8598789390616514,0.0,-0.23113082064328414,0.0,-0.562529019389421,0.0,0.6880432906363898,1640163290.4877062
28,0.0,1.9245851381642165,0.0,0.5108312831363097,0.0,0.29703056537888917,0.0,0.40283519595208583,1640163290.5137198
29,-1.0954451150103321,-0.2514550163051343,0.0,-0.3730102013901376,0.0,-0.8221676673852116,0.0,-0.3247279904606174,1640163290.5457196
30,2.067815772491717,1.4320720617972182,0.0,0.18805118161670098,0.0,0.35353184407241967,0.0,-3.0,1640163290.573727
31,0.0,-0.47142424548540135,-2.4494897427831783,1.1298647120636662,0.0,-0.17769265167811588,0.0,1.2835867174463391,1640163290.6008158
32,0.0,-0.814527430356358,0.0,0.4248450262893766,0.0,0.3164911288083114,0.0,-0.9981333140911441,1640163290.6277523
33,2.030076875690209,-0.1240391452142342,-0.8329931278350429,-0.4908505243679116,0.0,-0.26185012646070127,0.0,0.48179895083865293,1640163290.6537557
34,-1.0145993123917847,-0.4185447570269856,0.0,-0.26688991562417713,2.091650066335189,-0.042073386830215734,0.0,0.3963644993900142,1640163290.6797545
35,0.0,-0.7457933859756826,0.0,-0.13910413978708255,0.0,-0.06623472981315877,0.0,-3.0,1640163290.706761
36,-1.0281745265969475,-0.1893335855306547,-2.396117549358718,-0.797059976578977,2.0275875100994067,-0.059571394397038395,0.0,-0.14872521138851066,1640163290.7337763
37,1.9741924671712983,-0.6943447655091166,0.0,-0.7085934315594676,-1.0134234194190634,0.2576625889511681,0.0,0.24506480596611058,1640163290.7667766
38,0.0,-1.2404081103389115,1.586231077825064,0.30751154260326563,0.0,0.2261698203606177,0.0,-0.6651419153203731,1640163290.8067858
39,-2.7386127875258306,-0.10508916640643519,0.0,0.04744953580870642,0.0,0.16421768810111795,0.0,0.5960905033016379,1640163290.8347945
40,0.0,-0.1444374601916788,-0.8067178260046389,-0.4167207290805435,0.0,0.08445831009513641,0.0,0.5230553284476124,1640163290.869803
41,0.0,0.48389546932446664,0.0,0.21497883834588652,2.0242433093898957,-0.13808324831894836,0.0,0.38484398485319626,1640163290.8958097
42,0.0,-0.5849179217649195,1.602237241829211,0.3107826509254815,0.0,-0.31413415349142226,0.0,-0.6659775565373138,1640163290.921235
43,0.0,-0.3094972033462727,0.0,0.12078392605289275,1.9776529298921768,0.08810862061426329,0.0,-0.24611699307761886,1640163290.94725
44,0.0,-0.40203172364446516,0.0,0.5263676617687303,0.0,-0.6294084326107525,0.0,-0.6057859132043112,1640163290.973256
45,0.0,-1.8303057643249077,0.0,0.2693674889149669,0.0,0.9936788325681583,0.0,0.9738385125486744,1640163290.999263
46,1.901416476047427,-0.7316113595196704,0.0,0.28069736006126556,0.0,0.3935979250816018,0.0,0.14180705823518988,1640163291.0252604
47,0.0,-0.5901461978457595,0.0,0.11271339776948609,0.0,-0.0004408242679495461,0.0,-0.27436575772339455,1640163291.0502815
48,0.0,-0.34183598540054577,-0.8488746876271653,-0.1780002089916149,0.0,0.11800280451977946,0.0,0.9663037034859752,1640163291.0762732
49,0.0,-0.9723103970768565,0.0,0.5333304547954469,0.0,-0.9613909132273019,0.0,0.7223296959519336,1640163291.1022804
50,0.0,-0.2710273733355916,0.0,0.029264217334131204,2.040408122440814,-0.44778744862771486,0.0,2.1078036930703408,1640163291.129286
51,1.927248223318863,-0.16808233167757491,0.0,0.6313192556115632,0.0,0.41937506396165686,0.0,-0.7538426416703625,1640163291.1552932
52,0.0,-0.0029485918329196863,1.7159383568311668,-0.31042853487962974,-1.0295630140987,-0.4765625229580009,0.0,0.039476990996277016,1640163291.180309
53,0.0,0.05262185187023247,1.685854460847049,0.24153248432497898,0.0,-0.5164209725450076,0.0,1.2273250020769124,1640163291.2063053
54,0.0,-0.4927613659808787,1.6583123951777,0.23090769427848468,0.0,-0.39939226098107117,0.0,-0.36537554287634005,1640163291.2323117
55,1.9321835661585918,-2.3398522425482087,0.0,-0.2650546314251878,-1.0478736639911677,0.653889681885449,0.0,-0.6118342096523385,1640163291.2583187
56,1.8874586088176875,0.46738150844737125,0.0,-0.014744895292550752,0.0,0.8087524482703488,0.0,-1.1359209092054217,1640163291.2853258
57,0.0,-0.2871256490425993,-0.8461970117626565,-0.31020126762645767,-1.0561177090573832,0.8382495311291565,0.0,0.23949531981960004,1640163291.3113325
58,0.0,-0.14130951505828837,-0.8482406469404488,0.08360740984620388,0.0,0.8465802140696778,0.0,-0.2862381521933689,1640163291.337349
59,1.8786728732554485,0.24974424128893874,0.0,-0.052666628858968646,0.0,0.11394279529862637,0.0,0.9672862052691295,1640163291.3643556
60,0.0,-0.02588736346239897,1.6844017639285414,0.6056210220110728,0.0,-0.23308432243414717,-2.951996902824546,-1.2993488547580059,1640163291.391353
61,0.0,-0.6010929240411785,1.6599866130651642,-0.04466883583111008,0.0,1.6596122232216803,0.0,1.4495515647918378,1640163291.4163687
62,-2.7136021011998723,-0.10431835602782387,0.0,0.10302470185712947,0.0,-0.5506260269736615,0.0,-1.6564649452217302,1640163291.444376
63,1.7777777777777777,-0.28413124706741016,1.6502739940140694,0.31663406605459704,0.0,0.16060701690629137,0.0,-0.04111108716503676,1640163291.4713728
64,0.0,-0.0336048752876878,0.0,0.15191566513431964,0.0,-1.3014828854241742,0.0,-0.15840675155318873,1640163291.49939
65,-0.8971499589146108,-0.34373628112235605,0.0,-0.07683556298034656,-1.1159224968016035,-0.17559440161305756,0.0,0.33923399259831044,1640163291.5247462
66,0.0,-1.9439288798248475,-0.8397994748121345,-0.73860148097138,0.0,0.23513193869626456,0.0,0.3062704053914362,1640163291.5507517
67,0.0,-0.8246230681306406,0.0,0.827627249672919,0.0,-1.0542992405589502,0.0,1.2025939590784622,1640163291.5767505
68,-2.6123123519548392,0.16610602462660332,0.0,-2.1469449863989762,0.0,-0.15015205801716652,0.0,-0.5223320379348336,1640163291.6027565
69,1.7167901505579042,0.27128462074213666,0.0,-0.4455005725911917,0.0,0.2614693558170772,3.0,0.29388455578715156,1640163291.6277711
70,1.6937198318160145,-0.4388114459416085,0.0,0.6412810211786241,2.2321416040096733,0.05282989110818873,0.0,-0.2147385514215241,1640163291.6537697
71,0.0,-1.134877936083777,0.0,-0.012755677279997263,0.0,0.49612561700657287,0.0,-0.04466413116071004,1640163291.6797755
72,-0.8544003745317531,-0.496164670357199,-0.8720187306856813,0.08518696024119751,0.0,-0.46361229917316454,3.0,-0.4720214491998874,1640163291.7047813
73,1.687054784573947,0.6102459154646087,0.0,0.5313680241741607,2.202829774720108,0.29236607955041083,0.0,-0.3580965108089098,1640163291.7307968
74,-0.8451542547285166,-0.3332901647833448,0.0,0.8652070193187749,0.0,-1.3592197681634417,-2.1650635094610964,-0.7786857422722002,1640163291.7571638
75,-0.8467473838610141,-0.5078353941074304,1.7435595774162695,0.3274621703290796,0.0,-1.200533996156881,-2.114376559483697,-1.3065836112956821,1640163291.7831514
76,-0.8483078263368193,-0.4084023215305042,0.0,-0.20299654361957173,-1.1144215916209483,0.0016948262054493782,-2.0682789409984763,0.3327279971484443,1640163291.8081691
77,0.0,-0.7276983890650665,-2.537787810766902,0.5749133636986321,0.0,-0.4376865265518595,0.0,0.60223458193168,1640163291.8331716
78,0.0,-0.21065471981408257,-0.8474560862851939,0.11812633468461477,0.0,0.5131384811414015,0.0,0.014955204207847198,1640163291.8591712
79,0.0,0.24619151139453824,0.0,0.25287821434946667,0.0,0.10634253625516188,0.0,-0.2935663127548042,1640163291.885177
80,0.0,0.4536607580567173,0.0,0.44949055698376433,0.0,-0.028366919334738047,3.0,-0.6166082372588185,1640163291.912192
81,0.0,0.18601234065419034,-0.8594991208481476,-0.2721464293064572,2.229281716090851,-0.6144209825091005,0.0,1.7643265842963525,1640163291.9371896
82,0.0,-0.4614864114249194,1.699104623541214,-0.1636514454453934,0.0,0.1008939434776911,0.0,0.3224337768028111,1640163291.9622045
83,0.0,-0.23701912020780977,0.0,-0.012060356692546754,0.0,-3.0,0.0,0.30465599138187005,1640163291.98721
84,0.0,0.4341325139590153,0.0,0.08530354960376334,2.203892660077359,-0.6820280158098915,0.0,0.48019286991246657,1640163292.0123973
85,0.0,-0.4563706505506048,0.0,-0.20854695763359954,-1.100576033554158,-0.5368985211083412,0.0,0.4035807254694703,1640163292.037405
86,0.0,-0.024003222422286988,0.0,-0.16627236865529632,0.0,-0.6041084109219405,0.0,2.2991367050368448,1640163292.0644019
87,0.0,-0.23802396315815946,0.0,-0.4256074113074956,0.0,0.28513131568127714,0.0,0.4122376707211317,1640163292.0898983
88,1.7908677246539477,-0.059695441586821,0.0,-0.27937070901238775,0.0,0.04018286165903389,0.0,0.8142667895498382,1640163292.1159136
89,0.0,-0.3797828124315617,1.739313106957345,-0.02026032236251364,0.0,-0.21127038989158323,0.0,-1.2482580104816978,1640163292.1429112
90,1.7791057841804538,-1.0288354384055387,0.0,0.14136134417814505,0.0,0.6352063571315494,0.0,0.4342987259166449,1640163292.167927
91,0.0,-0.2359841560471535,0.0,-0.028942497050727455,0.0,-3.0,0.0,2.2919101517253204,1640163292.1949265
92,0.0,-0.4595106819791144,1.7390774117049648,-0.1756460808592871,0.0,-0.05183686090143226,0.0,1.2018083296623039,1640163292.2199402
93,1.7775443357469929,-0.4068479979378576,1.7206481108175031,-1.4497274053807154,0.0,-0.16214413048845314,0.0,0.924040213796519,1640163292.2459369
94,0.0,-0.5595341255169466,0.0,0.36076423144475683,0.0,-0.11832807023375053,0.0,-0.0949795936276387,1640163292.2719455
95,0.0,3.0,0.0,-0.20471299244760152,0.0,-3.0,0.0,0.8229125166104951,1640163292.298952
96,0.0,-0.47431110399309917,0.0,-2.0506595109495334,0.0,0.12109239708203455,0.0,-0.03226055945382259,1640163292.3249588
97,0.0,0.7048420863627326,0.0,0.6205987613116668,0.0,0.12738988408915933,0.0,1.778437778428047,1640163292.352974
98,1.7942999178292216,-1.2250920827419878,0.0,0.04397945142516373,0.0,0.5415722326208935,0.0,0.8095559287187214,1640163292.382974
99,0.0,-0.44265680907938726,0.0,1.4442866399472554,0.0,0.2802929741353801,0.0,0.043148396312561926,1640163292.4109807
100,0.0,-0.5149308042107653,1.756123419822438,-0.5243836827207388,2.3209193580705616,-0.12110657235109394,0.0,0.01369759113589711,1640163292.4369855
101,0.0,0.5148580982060696,-0.8790490729915326,-0.22075838870535688,0.0,-2.197145558168369,0.0,0.4586711546519051,1640163292.463993
